,CD14+_Monocytes,CD4_T_cells,FCGR3A+_Monocytes,NK_cells,Dendritic_cells,CD8_T_cells,B_cells_1,B_cells_2
CACNA2D4,260.898,110.69031,20.775621,16.744114,3.6103091,37.52155,31.220577,0.0
AC005342.2,32.208652,0.0,0.0,0.0,2.5244217,0.0,0.0,0.0
DCP1B,78.888054,414.8821,47.38669,0.0,8.693445,180.08879,46.654854,3.5065398
CACNA1C,11.31069,115.69458,10.585077,0.0,7.9447737,55.74001,31.857946,0.0
CACNA1C-AS2,4.967798,87.20758,0.0,17.96343,0.0,18.238985,8.813439,0.0
CACNA1C-AS1,6.0089865,157.8431,0.0,0.0,0.0,8.542386,8.224927,0.0
FKBP4,218.23401,495.07132,101.726654,58.815166,19.747688,102.29019,63.46168,5.683189
ITFG2-AS1,41.124344,326.3283,30.63899,16.881596,15.307826,46.131683,17.097284,5.782361
ITFG2,918.296,1945.2793,135.07155,160.8303,39.03844,276.1168,286.28058,27.94145
NRIP2,42.38411,162.2046,10.301926,17.379313,2.318332,9.115607,3.2408617,3.2408617
TEX52,24.80553,145.34532,4.8452544,8.773487,0.0,10.005364,30.357,0.0
FOXM1,43.889954,77.93789,0.0,8.891482,7.9175963,47.20881,17.292645,0.0
RHNO1,58.332485,289.75922,24.999992,7.6644354,5.672631,105.42724,26.929688,5.000398
TULP3,128.89978,257.35864,34.924934,46.54593,30.822985,94.47415,76.07019,4.610366
AC005911.1,0.0,14.600292,0.0,0.0,0.0,0.0,0.0,0.0
TSPAN9,14.466384,51.5858,0.0,0.0,0.0,0.0,0.0,0.0
PRMT8,0.0,21.59188,0.0,0.0,8.811531,8.360316,6.3102655,0.0
CRACR2A,555.1085,1247.9248,35.977047,138.42537,10.542319,420.49692,164.90288,8.974388
AC006207.1,11.146186,15.022335,5.2085524,0.0,0.0,25.913416,0.0,0.0
PARP11,916.05225,1427.8833,127.04188,123.6074,50.305447,209.92519,168.88812,18.042213
AC005842.1,15.854945,558.08246,0.0,0.0,0.0,0.0,4.9967084,0.0
CCND2-AS1,27.239773,111.22758,0.0,0.0,8.860532,15.194157,21.981997,4.694196
CCND2,184.32065,3219.8296,2.1976523,254.5941,82.4079,506.5799,183.51543,18.640625
TIGAR,1000.0588,749.25836,237.28911,55.407516,135.50388,83.82469,145.6457,35.373955
C12orf4,412.10864,688.6619,69.935646,66.57871,44.0646,119.942924,216.18976,15.668246
RAD51AP1,16.433731,35.815315,9.574957,0.0,0.0,0.0,16.346146,7.867819
DYRK4,78.16767,321.88916,27.171097,9.110594,28.293728,87.26169,71.12557,5.357865
AKAP3,0.0,61.530132,0.0,8.587175,0.0,6.89691,28.337345,3.1086278
NDUFA9,744.5422,1468.98,216.56297,132.9494,186.8697,307.89777,232.25723,47.853275
GAU1,7.520866,36.708084,0.0,10.11136,11.488634,0.0,5.459403,5.459403
GALNT8,24.938526,23.110554,0.0,0.0,0.0,6.650648,21.015583,5.477183
AC005833.2,10.227512,3.836141,0.0,0.0,0.0,0.0,7.388372,0.0
AC005906.2,12.596572,9.04435,0.0,0.0,0.0,0.0,0.0,0.0
ANO2,35.425117,16.545923,0.0,0.0,0.0,0.0,8.125049,0.0
VWF,46.403393,61.1835,8.185617,8.773487,0.0,0.0,19.212753,0.0
CD9,58.464325,82.399704,10.419071,0.0,2.4536016,8.360316,27.343285,0.0
PLEKHG6,116.73236,88.77546,5.50676,8.738498,0.0,7.1441894,2.574561,2.574561
TNFRSF1A,1705.0431,632.75494,311.87228,222.94333,153.51978,220.53477,34.27601,26.95004
SCNN1A,35.317226,41.364902,6.8142705,0.0,0.0,0.0,3.185998,3.185998
LTBR,954.7701,50.815563,160.07318,0.0,85.148834,0.0,0.0,0.0
AC005840.2,13.663833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD27-AS1,70.19378,100.60973,9.181335,7.600113,24.377222,49.23002,57.427464,11.8650255
CD27,62.99352,4039.4854,25.17483,17.410946,8.471881,372.24692,237.73566,2.574561
TAPBPL,308.98355,730.91345,91.29246,95.1801,44.10521,184.65279,111.75038,18.549215
VAMP1,166.63547,330.30527,13.9398985,52.015347,11.556701,89.26259,42.117386,11.862876
AC005840.4,5.753826,31.662786,5.199425,0.0,0.0,15.546412,7.2432146,0.0
MRPL51,380.23892,1486.5221,220.1703,154.90591,153.08604,314.60992,187.56049,19.313793
NCAPD2,329.64578,667.59326,59.42633,63.84525,58.634254,201.06412,103.532074,8.090919
AC006064.5,21.508156,51.58067,0.0,0.0,0.0,0.0,0.0,0.0
GAPDH,5172.3877,6636.577,889.00366,682.8461,894.7604,1653.1385,831.7851,61.076973
AC006064.4,11.466553,9.438098,0.0,15.449626,22.387644,0.0,0.0,0.0
IFFO1,715.65063,364.62836,72.56355,77.62726,29.804401,133.01776,81.50145,5.622802
AC006064.1,16.222153,35.44313,6.0214357,0.0,0.0,7.847283,0.0,0.0
NOP2,293.35217,482.0254,57.407967,65.935776,34.740173,105.56566,79.97117,5.370329
CHD4,1932.4415,3286.9355,320.9019,310.21967,225.35155,695.61163,734.4518,44.595295
AC006064.2,150.3632,150.15562,19.490147,0.0,4.5247583,33.60403,42.84016,0.0
LPAR5,17.287245,162.06937,0.0,39.216015,20.051498,82.52347,138.56902,0.0
ACRBP,86.13894,53.148666,24.799585,9.265681,36.464855,15.598343,26.583931,0.0
ING4,396.2558,855.71893,146.4126,52.32657,70.943,119.402336,244.57703,9.544476
AC125494.1,9.937678,46.036655,0.0,0.0,2.199674,8.6769285,16.10074,0.0
ZNF384,344.2195,382.91254,86.74156,34.985477,55.7395,94.34746,91.78039,14.205697
COPS7A,319.86777,412.31055,111.88435,29.425306,37.877167,126.49829,64.02326,3.3030543
AC125494.2,6.655547,5.8385,0.0,7.7334313,0.0,0.0,0.0,0.0
MLF2,615.2705,853.73676,138.78435,67.31659,89.723015,188.00023,199.26309,35.29808
PTMS,62.183846,90.57479,9.451363,33.563503,82.89242,306.8882,28.000603,25.003319
LAG3,15.037291,112.708145,0.0,24.740517,0.0,398.38403,0.0,0.0
CD4,2337.744,2507.4016,535.2576,0.0,364.76913,109.6827,137.75922,138.43369
GPR162,150.4795,3.6519592,2.242345,0.0,4.4865294,0.0,2.496373,0.0
P3H3,9.263067,23.593697,0.0,0.0,8.811531,14.30459,0.0,0.0
CDCA3,0.0,16.056553,0.0,0.0,0.0,0.0,0.0,0.0
USP5,311.69855,803.5936,95.60108,45.502937,105.089294,100.63965,124.66722,14.198617
TPI1,2754.8953,3267.0781,861.18365,498.41745,494.26633,776.13763,481.3282,29.824102
SPSB2,89.37838,280.654,51.02321,13.537852,36.38494,55.05367,24.852148,3.1153314
LRRC23,518.4147,587.84296,63.668583,39.91786,46.09103,105.84468,111.773895,12.915942
U47924.3,8.126484,0.0,0.0,0.0,2.6066847,9.311155,0.0,0.0
ENO2,0.0,537.4204,0.0,0.0,0.0,43.285526,22.999743,0.0
ATN1,144.62769,211.19934,0.0,22.33227,4.5499063,78.84863,33.762268,4.145111
C12orf57,1035.5083,4959.2437,177.32927,259.8724,54.379383,925.0636,364.45044,37.09664
U47924.2,0.0,42.277588,0.0,0.0,0.0,12.015871,9.220733,0.0
PTPN6,2994.4043,3119.463,1100.0032,481.60223,410.62744,803.97003,1045.1704,28.636906
MIR200CHG,8.698407,7.2001243,4.9323683,0.0,2.199674,0.0,0.0,0.0
PHB2,489.78876,2356.8538,243.72098,157.83665,244.7571,493.26074,464.14267,21.141764
EMG1,382.52347,1017.20306,131.64857,123.6149,51.56113,256.12494,195.6051,20.094934
LPCAT3,770.2613,1019.81616,280.92377,61.274414,58.94823,217.69104,117.339584,6.4183855
C1S,251.65549,409.4378,33.391632,10.4559765,41.717323,89.0412,55.921764,4.602219
C1R,5.164672,38.16881,0.0,9.103917,0.0,0.0,5.505677,0.0
C1RL,516.5867,788.14276,89.41991,38.47415,38.682083,81.258545,69.45507,16.917524
C1RL-AS1,137.71655,160.67642,11.424965,3.781485,2.318332,54.1273,35.68989,0.0
RBP5,51.99459,118.23205,5.901902,8.330388,0.0,0.0,21.967173,0.0
CLSTN3,52.398407,387.69073,4.419342,94.7703,3.401009,230.13834,28.905323,0.0
PEX5,48.789852,150.16498,11.038574,8.910455,0.0,41.277767,41.56811,8.571766
CD163L1,111.80047,33.33226,4.235006,0.0,17.801325,7.9994116,0.0,0.0
CD163,1056.6204,57.414032,4.9607377,0.0,69.2378,8.316867,0.0,0.0
CLEC4C,36.08892,20.362638,0.0,6.896026,41.267365,0.0,136.77461,140.77435
SLC2A14,23.1026,6.880159,0.0,0.0,0.0,9.480116,2.291185,2.291185
AC006517.2,15.02864,27.757235,0.0,7.055564,10.320842,14.163357,8.014253,0.0
SLC2A3,4216.666,6629.83,32.874588,309.2241,183.82544,679.43427,636.07947,2.0848563
AC006511.6,72.8983,127.95369,5.3729005,27.166307,23.965872,0.0,18.640158,0.8867993
FOXJ2,234.17053,337.8334,88.54658,7.8307858,29.052856,100.73794,82.74353,5.2628403
C3AR1,710.4027,76.31669,453.09595,33.670418,20.126337,31.41553,10.800852,0.0
NECAP1,751.0172,877.5094,113.31987,76.63352,25.859974,124.26459,136.99303,16.19545
CLEC4A,779.07306,95.63166,108.19309,7.8307858,139.13905,15.639444,40.78856,8.177871
FAM66C,42.79621,97.55689,0.0,4.625898,8.236402,28.273972,52.82745,3.185998
FAM90A1,28.090435,26.49911,0.0,0.0,4.8322945,0.0,14.63068,7.288368
LINC02449,29.746113,14.087714,0.0,0.0,12.028498,0.0,10.322823,0.0
AC092745.5,226.12534,122.22995,27.373505,0.0,7.8440404,8.223611,14.474537,6.349489
LINC00937,2555.4148,158.08788,11.514572,9.110594,35.77971,28.17224,4.7622213,4.7622213
AC092745.1,11.243655,8.979234,0.0,0.0,0.0,0.0,0.0,0.0
CLEC6A,178.93042,10.113508,0.0,0.0,0.0,0.0,0.0,0.0
CLEC4D,437.4743,40.11791,7.509314,0.0,6.6562715,9.831249,0.0,0.0
CLEC4E,1841.737,35.159946,16.232254,17.090097,35.229694,8.105915,23.292799,0.0
AC092746.1,54.957703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AICDA,6.6826344,22.009653,0.0,0.0,0.0,0.0,0.0,0.0
MFAP5,0.0,29.187777,0.0,0.0,0.0,0.0,0.0,0.0
AC092490.2,0.0,9.279617,0.0,0.0,0.0,0.0,8.71435,0.0
RIMKLB,365.8586,434.95734,12.3235655,28.293137,2.602593,37.40691,93.34736,4.1276608
A2ML1-AS1,62.496056,67.18023,4.225061,0.0,3.370031,28.652384,22.016705,0.0
AC092490.1,20.430141,15.937173,21.370695,0.0,8.860532,0.0,0.0,0.0
A2ML1-AS2,0.0,16.323065,0.0,0.0,7.9175963,0.0,0.0,0.0
A2ML1,13.7925205,8.559659,24.174242,0.0,0.0,7.7817626,0.0,0.0
AC006581.2,42.591507,37.349606,55.436684,7.222577,2.5244217,0.0,0.0,0.0
PHC1,48.942204,529.82745,26.390207,28.95076,9.315699,64.076775,51.016422,6.437503
M6PR,1641.0697,2207.1243,507.27487,307.142,247.31786,317.2425,249.56786,46.559307
KLRG1,61.026085,937.6699,22.251476,368.8911,15.7853565,1432.3135,30.51246,0.0
AC006581.1,14.361831,40.466705,0.0,14.38387,0.0,67.66622,0.0,0.0
LINC00612,6.716628,296.64972,0.0,178.9111,8.471881,676.0584,0.0,0.0
A2M-AS1,4.397326,197.11604,2.1976523,138.93666,2.199674,424.8883,2.6093397,2.6093397
A2M,33.810333,1084.5156,9.030717,524.98785,0.0,1542.3348,6.430512,0.0
PZP,8.90829,601.9431,9.914305,297.77948,9.050549,998.3314,20.418919,3.0100617
LINC00987,4.6209073,69.86131,0.0,19.948347,0.0,165.94148,0.0,0.0
AC010175.1,0.0,145.00311,0.0,32.365925,0.0,153.17984,0.0,0.0
LINC02367,0.0,15.268375,0.0,0.0,0.0,0.0,5.912394,5.912394
AC092821.3,345.0202,2045.144,73.96398,253.46405,22.057762,418.6469,302.16336,4.7287455
KLRB1,87.42991,1137.089,5.9616647,611.4094,2.2175314,573.3699,17.29569,0.0
AC010186.3,81.47939,407.70193,15.407104,32.42323,2.2175314,83.62841,74.44997,5.4881897
CLEC2D,1198.0498,7998.4844,66.76138,494.84225,124.38205,1558.54,1079.6687,31.165836
LINC02390,6.3853965,69.414604,0.0,8.6413555,0.0,14.042837,0.0,0.0
CLECL1,114.332016,105.09845,30.547886,8.426486,78.264435,33.21746,271.43307,11.097786
CD69,613.9599,7791.2715,76.36257,551.3894,236.48048,1447.2937,1447.2092,6.2805815
KLRF1,31.266685,30.594418,2.2379653,780.7263,0.0,372.37454,14.931698,0.0
CLEC2B,1439.1954,2373.6194,591.9356,399.12863,161.25366,836.7864,266.12097,17.30657
AC091814.1,62.474094,55.552616,0.0,9.775492,0.0,13.811517,29.653177,0.0
LINC02470,12.724304,0.0,0.0,0.0,2.5244217,0.0,0.0,0.0
CLEC12A,4532.1323,157.07874,593.0969,0.0,210.97775,14.809198,14.211297,2.6093397
CLEC1B,214.73569,11.47219,52.5492,0.0,36.718838,0.0,0.0,0.0
CLEC12B,285.49365,6.928256,37.98195,0.0,35.892014,0.0,0.0,0.0
AC024224.2,29.666847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLEC9A,26.290462,0.0,0.0,0.0,8.651555,0.0,8.3222685,0.0
CLEC1A,159.83621,0.0,26.955181,0.0,11.633694,0.0,0.0,0.0
CLEC7A,5661.229,187.41507,907.98694,8.130169,222.24077,8.966343,0.0,5.782361
OLR1,351.987,16.424042,5.871792,0.0,15.195984,0.0,0.0,0.0
TMEM52B,182.63861,11.111066,16.466946,0.0,0.0,0.0,0.0,0.0
GABARAPL1,1341.9891,460.0448,95.56164,57.706818,88.24362,167.60548,14.360544,6.06118
KLRD1,81.79745,203.32655,0.0,905.92456,10.320842,1262.1453,11.4050455,0.0
LINC02598,0.0,14.805244,0.0,0.0,0.0,12.761835,0.0,0.0
AC022075.1,16.708342,861.4569,0.0,153.9457,2.6066847,386.61487,0.0,0.0
KLRK1,21.656492,2033.9918,0.0,649.21277,7.6585655,1245.9249,0.0,0.0
KLRC4,0.0,283.474,0.0,86.455696,0.0,216.03539,0.0,0.0
KLRC3,0.0,40.268192,0.0,102.02148,0.0,175.162,0.0,0.0
KLRC2,0.0,65.54351,0.0,127.6092,0.0,283.9403,0.0,0.0
KLRC1,0.0,53.166473,0.0,200.07217,0.0,103.52628,0.0,0.0
EIF2S3B,0.0,17.070545,0.60035974,0.0,0.0,18.228884,0.0,0.0
LINC02446,21.862343,1834.5651,9.331084,16.869884,2.5244217,237.62106,3.114624,3.114624
MAGOHB,171.17068,721.05786,49.631596,65.30268,60.201054,111.962875,128.91145,5.563012
STYK1,15.204999,29.032839,0.0,0.0,0.0,54.45549,0.0,0.0
YBX3,2533.213,495.98904,218.79987,0.0,144.75523,142.63861,267.72488,2.4508476
PRH1,839.23376,2160.2493,79.837654,144.44707,87.68944,223.48618,228.00606,36.763374
PRR4,16.404552,34.713047,5.955245,16.160965,3.401009,8.900957,0.0,0.0
PRH2,0.0,0.0,0.0,0.0,0.0,12.883092,2.6093397,2.6093397
TAS2R14,77.252686,89.69494,9.293296,0.0,0.0,31.73,20.38788,3.2583117
TAS2R20,7.2214,8.592995,2.1976523,0.0,0.0,0.0,3.0100617,3.0100617
TAS2R31,6.9720645,7.3966284,0.0,16.99214,0.0,0.0,0.0,0.0
TAS2R30,57.410362,54.638542,0.0,0.0,8.471881,1.772367,12.652055,0.0
SMIM10L1,223.11041,776.8857,53.421425,101.50751,28.080791,156.81067,114.46218,14.782108
AC244131.2,414.4142,488.2139,20.58106,6.708301,65.97267,95.43453,117.675674,25.628675
PRB3,0.0,21.649727,0.0,0.0,0.0,0.0,0.0,0.0
PRB1,23.97116,6.0168433,7.658938,11.5752735,0.0,7.3484178,15.68029,0.0
PRB2,12.218869,33.73018,0.0,0.0,0.0,7.9333963,14.08165,5.2184505
AC007450.1,4.1673007,13.83886,0.0,0.0,0.0,0.0,0.0,0.0
LINC01252,27.887928,190.68239,0.0,30.248772,2.602593,8.316867,72.8531,2.6093397
ETV6,8489.28,3666.5713,979.1701,212.34846,654.7734,512.8416,953.5772,152.1868
BCL2L14,41.938282,319.22314,9.316514,0.0,0.0,2.0278559,29.617865,0.0
LRP6,6.716628,258.88562,0.0,9.325254,0.0,0.0,0.0,0.0
MANSC1,24.387934,45.153843,4.419342,26.242796,0.0,3.6691253,15.095543,0.0
LOH12CR2,100.11286,115.93161,26.135609,6.6343756,13.123932,10.430397,7.4497538,0.0
BORCS5,929.38824,2050.7146,248.47902,93.86259,180.84697,415.3314,439.54913,13.777989
DUSP16,269.6149,2250.9001,27.276857,73.424866,31.138401,177.21097,18.070631,2.0848563
AC007619.1,17.466917,189.54094,0.0,8.874173,0.0,28.865902,44.404778,3.2583117
CREBL2,472.20236,1141.6014,99.8345,54.321854,132.23291,108.11692,57.43858,0.0
AC008115.4,7.647683,0.0,0.0,0.0,0.0,15.747014,0.0,0.0
GPR19,2.5346017,161.24757,0.0,9.736131,2.5346017,28.410416,0.0,0.0
AC008115.2,18.8359,25.476088,0.0,0.0,0.0,0.0,0.0,0.0
CDKN1B,797.6967,1965.9373,231.39778,133.77657,64.144424,312.7058,191.92534,2.574561
AC008115.3,259.4125,344.46042,62.432728,8.708337,12.938542,51.375034,2.496373,0.0
AC008115.1,80.39249,219.95665,36.65323,0.0,23.618069,15.37397,12.152524,3.0100617
APOLD1,247.48415,1078.0564,73.28274,44.805904,56.143433,78.91734,116.63006,2.4508476
DDX47,28.750702,31.280834,0.0,0.0,0.0,15.960389,2.9070172,2.9070172
GPRC5A,16.25423,6.524436,4.352981,0.0,0.0,0.0,0.0,0.0
GPRC5D-AS1,32.316647,60.976395,5.0050974,9.769563,0.0,6.284206,6.2899766,0.0
HEBP1,372.6665,363.26056,100.34761,21.29409,114.932724,27.87571,19.507504,2.7609892
AC023790.2,233.52176,63.18612,18.119648,0.0,0.0,2.8789983,8.629573,0.0
FAM234B,163.50957,77.75685,51.28949,0.0,19.84102,14.558668,15.378946,0.0
GSG1,267.7355,45.528435,14.511131,0.0,22.353354,4.9229527,25.716526,3.1153314
EMP1,357.9206,116.79156,10.8433275,0.0,128.08,15.196844,4.7643895,0.0
GRIN2B,15.988732,26.02405,0.0,0.0,0.0,0.0,9.213863,0.0
AC007535.1,5.554341,22.660868,0.0,0.0,0.0,0.0,0.0,0.0
ATF7IP,3010.2358,5465.939,382.0475,364.13995,274.47156,1127.5277,1465.4132,70.262566
PLBD1,2623.1865,227.50822,217.8725,17.587893,241.48433,8.644307,9.436282,0.0
AC008114.1,131.31041,0.0,6.172915,0.0,8.16648,0.0,0.0,0.0
PLBD1-AS1,280.5724,20.986746,7.7908754,0.0,36.354008,0.0,11.242505,0.0
GUCY2C,73.87315,4.368492,4.540893,9.325254,0.0,7.7817626,4.9967084,0.0
AC010168.1,234.32628,97.69477,6.8626223,7.929765,0.0,19.788845,55.810024,3.5065398
AC010168.2,58.441948,386.42795,10.457216,19.330599,17.188665,32.994534,47.15021,2.4508476
HIST4H4,57.448967,220.5636,5.5587606,16.398254,8.989794,46.53228,27.478125,5.5594754
H2AFJ,632.1928,1089.3053,153.83823,110.175964,104.504166,228.98225,96.13961,13.611305
WBP11,1235.9897,1665.3514,221.84216,90.17703,72.335625,247.73952,249.49811,30.059263
C12orf60,19.431252,136.20041,5.102143,9.94306,0.0,7.9711413,16.32662,0.0
ART4,0.0,44.65462,0.0,0.0,0.0,0.0,0.0,0.0
MGP,6.8269815,30.325762,5.727757,0.0,0.0,0.0,8.775016,0.0
ERP27,225.62729,940.8317,27.620209,35.61445,28.506672,88.422134,111.96053,2.291185
ARHGDIB,3434.3457,11614.151,1268.4386,942.1451,663.79016,2079.9875,1575.7417,82.690994
PDE6H,11.679452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RERG,24.558865,41.518333,0.0,0.0,9.686381,0.0,8.243392,0.0
PTPRO,333.55014,125.098595,91.43371,0.0,31.159458,19.515041,216.37102,20.643276
EPS8,774.4037,425.0643,370.09238,45.58691,47.063534,30.38906,20.079964,6.0713882
AC073651.1,11.825676,0.0,5.625968,0.0,0.0,0.0,0.0,0.0
STRAP,1699.5847,1975.4446,204.26207,103.14542,141.3587,396.1716,332.15125,40.76326
DERA,1206.3772,703.6101,228.09544,98.84504,109.85353,141.59973,217.50679,22.595976
MGST1,510.8196,42.22597,23.600132,0.0,42.982315,11.213206,21.54451,11.751181
AC007529.2,6.0498214,7.455008,3.4292998,6.708301,0.0,14.528618,0.0,0.0
LINC02378,11.383631,0.0,5.56042,0.0,0.0,0.0,0.0,0.0
RERGL,4.8659983,13.8911705,0.0,0.0,0.0,0.0,0.0,0.0
PIK3C2G,19.13186,13.720652,2.242345,0.0,0.0,5.2172303,0.0,0.0
PLEKHA5,245.2251,490.3043,16.918982,38.356113,70.1369,229.48862,19.611753,23.620518
AEBP2,1005.94214,2233.5303,123.73482,269.64276,89.60474,428.3736,312.7999,30.724653
AC024901.1,0.0,36.624798,0.0,10.733092,0.0,0.0,0.0,0.0
PDE3A,0.0,16.026815,0.0,0.0,0.0,0.0,0.0,0.0
SLCO1C1,6.369769,10.63951,0.0,0.0,0.0,0.0,0.0,0.0
SLCO1A2,7.4361305,21.226341,0.0,0.0,0.0,11.796382,0.0,0.0
PYROXD1,679.7991,1251.4471,169.6543,131.61134,65.47079,266.84247,180.72119,11.968071
RECQL,986.53143,1672.0002,308.78064,264.1575,97.568344,556.0929,325.5881,22.312702
GOLT1B,587.58185,883.8559,123.55842,71.60983,53.48657,142.93608,191.39198,30.13456
GYS2,0.0,26.337809,0.0,0.0,0.0,0.0,0.0,0.0
LDHB,558.35236,10082.11,100.09703,170.91946,245.7138,811.6274,470.59464,65.95907
AC010197.1,6.1442804,14.116674,0.0,0.0,0.0,0.0,8.070475,0.0
ABCC9,6.3586574,12.144871,0.0,0.0,0.0,0.0,0.0,0.0
CMAS,305.24136,500.6086,74.7926,25.074493,22.806353,84.04405,41.218826,3.5306885
ST8SIA1,8.327681,913.5419,0.0,7.429862,0.0,138.24277,10.045321,0.0
AC053513.1,1114.1855,1813.0024,281.60403,125.161446,53.561714,228.61696,302.68726,27.562992
C2CD5,2066.2146,2081.9878,451.49426,100.45587,105.764885,296.26456,399.5484,39.579006
AC053513.2,17.140995,0.0,0.0,0.0,2.673306,0.0,0.0,0.0
AC087241.2,13.801583,14.735799,0.0,0.0,0.0,0.0,0.0,0.0
ETNK1,2159.8567,2400.7888,439.55017,149.7437,224.2797,412.30606,531.81476,44.15893
AC084816.1,24.743757,50.51427,0.0,20.717264,0.0,8.77269,31.895735,0.0
SOX5,177.77016,51.168915,16.602058,0.0,21.752321,12.83673,504.82336,25.25798
SOX5-AS1,5.665984,0.0,0.0,0.0,0.0,0.0,53.29857,0.0
BCAT1,209.68826,55.961536,92.33079,0.0,60.060997,0.0,34.24711,12.0514555
LRMP,2343.946,1567.2361,525.0242,149.03842,200.15877,372.66547,975.43756,46.37521
AC023510.1,144.03706,76.25343,23.842634,0.0,16.342651,30.27085,90.488495,0.0
CASC1,5.935438,121.53598,0.0,8.483976,17.910553,9.134051,13.8917885,0.0
ETFRF1,288.0816,871.2272,44.88164,58.6367,35.780495,123.17384,173.49722,17.797668
KRAS,1727.3043,2165.9824,309.1597,215.69962,79.40018,457.45883,295.39743,12.782719
AC092794.1,11.519203,77.75623,0.0,0.0,8.705962,6.9874964,21.267391,0.0
AC087239.1,460.0193,452.24933,53.582916,40.644928,22.61234,64.128,105.34565,2.7609892
LMNTD1,0.0,20.913319,0.0,0.0,8.860532,4.1098347,0.0,0.0
RASSF8-AS1,12.823137,23.64532,0.0,0.0,8.178627,0.0,0.0,0.0
RASSF8,16.237612,21.33687,0.0,0.0,2.5244217,16.819931,15.051646,15.051646
BHLHE41,0.0,0.0,0.0,0.0,0.0,0.0,81.439606,0.0
SSPN,11.914623,8.592995,2.4143465,0.0,0.0,0.0,318.13968,0.0
AC022509.5,0.0,0.0,0.0,0.0,0.0,0.0,25.61465,0.0
AC022509.2,31.17544,31.695402,0.0,0.0,0.0,18.736652,27.756159,5.782361
AC024145.1,364.3179,346.3327,34.46189,47.42242,34.3318,76.12746,128.6209,23.702621
ITPR2,5108.5435,3891.4937,543.87024,298.55826,319.17242,942.27344,1155.267,148.7408
AC023051.1,259.54697,265.53003,19.99301,35.85793,11.504983,39.672634,90.61588,13.099789
INTS13,245.57866,521.0143,18.63147,31.573038,12.5918,99.06386,70.95253,5.4996862
FGFR1OP2,572.34503,1902.4156,101.89305,168.88094,78.28635,295.95682,177.96722,15.3112335
TM7SF3,830.52313,1078.8943,142.17299,155.43742,78.4389,247.83607,202.66008,28.318958
MED21,369.3432,794.9232,45.414677,71.15995,46.726536,154.89839,134.53564,23.062012
AC092747.4,69.32473,174.73201,25.434,7.798026,17.683239,25.635914,13.054097,0.0
AC092747.1,5.832976,54.5132,0.0,8.587175,0.0,10.005364,11.858613,0.0
STK38L,1872.2555,663.24615,271.2707,50.329063,217.17093,133.64185,159.28658,27.265411
ARNTL2,79.50898,2.4096906,0.0,0.0,0.0,0.0,16.751627,0.0
SMCO2,12.328581,0.0,0.0,0.0,2.4536016,0.0,0.0,0.0
PPFIBP1,58.607925,167.10936,0.0,0.0,9.345994,11.788208,76.19808,8.175519
MRPS35,544.7795,1277.3688,157.66798,87.775154,113.74583,212.18779,226.0587,15.571074
KLHL42,357.92062,644.4161,40.795246,19.12851,32.289555,65.6956,66.425156,14.561215
CCDC91,3544.6816,6902.451,516.1193,363.362,185.63194,1000.7736,1151.8207,59.150143
AC022364.1,13.205166,107.71141,4.904236,0.0,0.0,7.9321856,0.0,0.0
AC022079.1,19.683792,51.669754,3.4292998,0.0,0.0,0.0,9.371433,0.0
AC012150.1,66.52487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAR2,1961.8717,588.6731,80.932884,24.9062,18.006325,108.81023,71.43872,0.0
AC009318.1,138.47858,246.1328,8.267081,16.506971,8.148042,45.196037,55.87676,3.3228786
AC009318.3,26.380753,34.131382,2.242345,6.779807,0.0,3.6691253,7.3271036,0.0
AC009318.2,6.364578,18.464783,0.0,0.0,0.0,0.0,5.3097415,0.0
ERGIC2,663.1568,1989.592,100.537445,87.58807,59.30964,252.52267,306.00058,27.86794
OVCH1-AS1,257.44702,206.05263,15.249459,22.946857,23.176365,20.698124,74.471725,7.6111298
OVCH1,34.70033,70.07811,4.1403694,0.0,12.569039,0.0,11.264287,2.4508476
TMTC1,820.6026,34.198288,243.18832,0.0,0.0,0.0,0.0,0.0
AC023511.3,0.0,15.720988,0.0,0.0,0.0,0.0,0.0,0.0
IPO8,679.85614,989.91766,154.88356,69.108665,72.9836,167.77803,250.96744,25.626593
CAPRIN2,192.03778,767.69257,7.151264,118.29269,21.712835,181.0458,126.28153,11.255527
AC010198.1,5.8906064,30.226479,0.0,0.0,0.0,0.0,7.402834,0.0
AC010198.2,22.499182,7.591336,0.0,0.0,0.0,0.0,0.0,0.0
DDX11-AS1,6.5018377,46.132427,0.0,0.0,0.0,0.0,0.0,0.0
DDX11,100.67201,313.66132,14.029939,30.609257,10.937106,46.39633,108.96043,8.238128
SINHCAF,958.8713,2033.6597,85.67531,89.65457,172.29066,288.35068,484.93967,67.01722
AC024940.1,4.2160277,84.84161,5.250294,0.0,27.266808,23.217236,3.2408617,3.2408617
DENND5B,190.02293,62.557545,5.625968,0.0,67.180756,11.493297,992.9986,84.379845
DENND5B-AS1,10.529753,0.0,0.0,0.0,0.0,0.0,25.93966,6.796851
AC068774.1,4.6209073,19.929663,0.0,0.0,0.0,0.0,0.0,0.0
