,CD14+_Monocytes,CD4_T_cells,FCGR3A+_Monocytes,NK_cells,Dendritic_cells,CD8_T_cells,B_cells_1,B_cells_2
GALE,144.79634,139.1619,23.439028,43.323914,16.543648,58.236233,3.2408617,3.2408617
HMGCL,615.29944,838.36566,107.40965,61.83478,85.283035,110.29723,98.10001,10.428952
FUCA1,200.62857,242.12231,64.614265,27.293222,33.32912,45.491325,30.904491,10.659958
CNR2,18.546038,69.7351,2.5526848,39.552456,8.471881,153.52333,664.17255,9.82343
PNRC2,780.6578,1984.7323,206.54128,141.41599,136.67754,364.72177,317.4328,23.777525
SRSF10,1975.949,5384.1934,348.3844,378.4859,226.9387,783.44196,995.39355,75.151985
IFNLR1,0.0,95.736206,0.0,4.625898,8.282968,73.63889,132.28923,44.30443
GRHL3,4.133841,0.0,0.0,0.0,8.860532,0.0,8.813439,0.0
STPG1,40.550556,188.43391,0.0,0.0,30.670008,0.0,49.94179,4.602219
NIPAL3,226.19566,3594.2588,15.943427,126.42737,69.67891,336.18756,379.06866,21.005322
RCAN3AS,138.98343,1792.0684,5.4819536,0.0,0.0,27.62064,8.231511,0.0
RCAN3,325.64368,6121.819,32.7565,8.773487,64.04858,205.37677,257.8969,9.625877
NCMAP-DT,0.0,697.64465,4.058562,0.0,0.0,53.576138,24.004911,4.8607345
NCMAP,0.0,6.5464177,0.0,0.0,0.0,8.746077,0.0,0.0
SRRM1,2522.177,4687.5947,443.22128,314.43314,382.57373,814.3607,672.2096,51.171528
AL445648.1,11.7332735,9.005146,0.0,0.0,0.0,0.0,0.0,0.0
CLIC4,1113.7615,69.79486,116.46158,0.0,73.453636,9.626025,439.4562,10.255018
RUNX3,1109.4949,3801.0876,313.21753,866.2712,134.36761,1565.2186,543.05383,25.260925
AL050344.1,11.179399,20.153442,0.0,0.0,0.0,33.248436,0.0,0.0
SYF2,1778.7509,3422.8108,450.35153,283.09937,273.8232,651.9386,636.94086,46.02319
AL031432.4,61.901306,118.75116,15.5467205,0.0,8.148042,15.474422,11.543699,0.0
RSRP1,4180.098,5122.472,620.1509,418.30756,267.7237,886.92834,894.0292,80.878235
AL031432.3,11.652664,7.388372,4.400022,0.0,0.0,0.0,0.0,0.0
RHD,70.67472,250.44693,19.527555,9.325254,9.315699,28.925173,1.6866597,0.0
TMEM50A,1218.6295,2037.2128,394.3407,248.79424,162.50317,426.77094,197.06834,51.129562
RHCE,25.892479,111.29317,0.0,10.846623,2.5346017,20.975548,0.0,0.0
MACO1,824.8487,1692.7365,175.69011,116.14782,106.76649,262.99167,246.04898,15.220553
LDLRAP1,132.58427,3908.8494,39.80089,60.79667,47.381516,209.26236,16.056654,0.0
AL606491.1,0.0,123.9028,0.0,10.11136,0.0,34.891434,8.231511,0.0
MAN1C1,632.7962,2923.702,130.38522,0.0,30.300459,79.87894,23.251501,0.0
AL031280.1,49.997112,462.23776,8.0068245,0.0,0.0,0.0,0.0,0.0
SELENON,299.26154,245.82843,53.24074,6.708301,81.8425,50.800617,38.024994,0.0
AL020996.1,5.3077364,16.1242,0.0,0.0,0.0,0.0,0.0,0.0
MTFR1L,169.09245,212.09698,57.50289,33.229588,33.85572,33.322605,78.2321,2.6438892
AUNIP,25.240875,4.503386,2.2379653,8.738498,6.6562715,7.501611,0.0,0.0
AL033528.2,72.74431,17.371475,7.839504,0.0,20.759703,0.0,5.851433,0.0
PAQR7,113.46315,46.062824,16.771866,0.0,12.135886,8.953496,14.283365,0.0
STMN1,47.599663,1068.3158,9.802063,77.678505,62.98405,128.12476,145.17189,50.168453
PAFAH2,200.02254,386.71463,60.887577,153.70016,6.6562715,199.62013,35.422215,15.404001
PDIK1L,109.39994,300.2348,12.985942,6.779807,46.181293,38.212326,54.498226,0.0
ZNF593,248.48949,512.9461,61.51504,23.16501,11.237367,84.32833,88.339005,18.193779
CNKSR1,0.0,87.92991,0.0,0.0,0.0,3.226857,7.0564947,0.0
CEP85,319.5566,333.23346,72.89826,7.0407224,0.0,32.514267,37.149975,0.0
SH3BGRL3,4105.306,7827.9097,1314.0499,1083.1011,772.6362,2212.4197,852.35944,94.59266
UBXN11,1172.796,457.57162,134.50717,16.39967,30.733112,75.72816,46.729877,3.2408617
CD52,3316.2957,12691.632,1369.639,621.2674,434.969,2517.8545,2340.2686,49.542164
CRYBG2,37.381657,197.63791,0.0,8.467056,0.0,29.82652,24.508038,0.0
ZNF683,0.0,70.90862,0.0,46.516346,0.0,223.34465,0.0,0.0
DHDDS,623.5592,486.3201,67.91812,38.02803,46.617096,142.40733,90.2398,22.61211
AL513365.2,120.92869,60.894104,14.393696,0.0,3.401009,14.925146,10.495818,0.0
HMGN2,1747.9725,4726.7905,624.3082,453.76886,321.4592,733.12994,803.4517,70.677704
RPS6KA1,1231.8741,1078.4132,319.721,197.12714,252.35023,416.83972,231.00377,55.2465
ARID1A,3092.195,3797.6843,433.5634,368.7756,309.10965,802.5409,693.91693,27.603815
PIGV,71.32263,183.68253,28.319492,41.487404,0.0,37.642284,9.062452,0.0
ZDHHC18,271.46066,733.81036,84.60947,64.33848,60.37437,154.27003,27.872305,0.0
GPN2,215.33769,478.2991,48.604565,29.028984,38.989563,116.152275,106.26033,10.590417
GPATCH3,325.41348,271.46643,14.910472,50.090065,37.795967,64.01903,64.09838,8.680803
NUDC,919.6822,1805.2579,210.40157,242.99918,202.24039,385.67627,307.83945,33.92588
KDF1,11.270238,65.241295,0.0,7.9711413,0.0,0.0,17.392738,0.0
TRNP1,16.806978,0.0,20.320168,0.0,0.0,0.0,0.0,0.0
TENT5B,0.0,0.0,9.914305,8.913627,9.271069,0.0,0.0,0.0
SLC9A1,670.39185,363.2118,59.578423,52.635666,32.120808,78.58791,53.29907,7.6751847
WDTC1,733.151,884.5893,103.20868,60.37888,49.00888,215.16846,223.41444,7.9794393
TMEM222,269.71216,758.73425,45.2919,85.34067,14.351789,99.36191,142.75699,11.9404955
SYTL1,337.4439,2423.261,346.05585,329.53705,79.15257,628.5875,317.56482,0.0
MAP3K6,79.89998,60.531216,0.0,8.628103,4.69359,24.239826,8.324973,0.0
WASF2,4088.9333,4221.2397,956.88043,297.351,323.82654,737.07635,760.30225,92.96938
FO393419.2,52.862072,56.45672,5.1941566,0.0,0.0,17.880941,9.718162,2.3910584
BX293535.1,8.156934,42.847164,4.3812127,0.0,2.602593,0.0,0.0,0.0
AHDC1,124.12849,338.96365,9.028571,81.3291,47.82084,84.01287,65.71265,2.4508476
FGR,4506.8374,312.9841,886.7717,512.72107,309.97873,376.77036,261.55643,0.0
IFI6,3012.4565,2335.8538,674.7436,257.37317,265.27362,373.48438,163.10866,0.0
AL445490.1,38.60795,16.201237,0.0,0.0,0.0,0.0,0.0,0.0
AL020997.5,20.622139,24.024055,0.0,0.0,0.0,0.0,0.0,0.0
FAM76A,351.73056,620.923,57.801888,43.475395,60.583534,110.29522,169.84177,19.069881
STX12,2267.3313,1286.6626,373.50833,91.677086,180.18695,258.64056,214.43114,27.57029
AL020997.2,29.05679,17.57771,2.1976523,4.5469623,0.0,4.5469623,0.0,0.0
AL020997.4,21.3855,10.148029,0.0,0.0,10.320842,0.0,0.0,0.0
PPP1R8,230.63744,461.05743,32.62904,42.233658,44.487568,105.57211,94.90831,6.9386415
THEMIS2,3194.731,929.4253,644.03357,227.94373,213.99527,285.57562,169.6087,60.539234
RPA2,649.9216,1957.8928,119.73841,188.7256,59.6307,347.05905,191.59227,29.415876
SMPDL3B,1172.504,77.658844,114.62386,0.0,70.04932,10.0221405,0.0,0.0
AL512288.1,145.4736,23.444262,9.922195,0.0,26.20593,3.9929314,7.2422285,0.0
XKR8,224.78516,231.89893,76.99047,23.52165,13.275499,59.72659,7.34093,2.291185
EYA3,1503.3181,1532.0693,149.89218,131.42146,111.847206,235.40517,295.43173,35.030663
PTAFR,2702.3594,115.20288,113.71517,7.6078115,115.893074,20.594332,27.825794,0.0
DNAJC8,1233.1791,2603.0637,364.44293,366.19272,262.83145,515.8184,560.0089,44.430298
ATP5IF1,769.522,3759.1252,259.18243,403.8531,263.74835,701.50494,473.32477,56.576664
AL353622.1,21.002115,133.21205,0.0,0.0,0.0,23.51789,14.068182,0.0
SESN2,657.3435,300.14975,44.54528,70.22674,83.11311,122.552765,58.619583,3.5812032
MED18,162.60152,144.56909,27.515972,17.358149,11.488634,35.8067,21.383545,0.0
PHACTR4,1775.0869,2010.1792,264.12225,170.18817,185.63068,487.78076,289.4563,30.4735
RCC1,342.57434,267.9263,14.6737175,29.979193,62.41226,72.247086,65.93909,6.475008
SNHG3,231.73047,1244.4783,45.54712,15.853163,80.312126,183.01884,194.84373,3.114624
TRNAU1AP,564.6972,959.1079,96.68139,117.625015,67.114716,197.79883,177.50856,19.444836
SNHG12,193.87325,929.10736,43.289303,34.7494,19.248001,170.80898,158.79012,0.0
TAF12,411.82965,675.65356,87.61567,112.317055,16.145353,179.30669,77.72411,5.6672244
RAB42,3.401009,0.0,0.0,0.0,3.401009,9.608913,0.0,0.0
LINC01715,47.368534,119.932846,0.0,7.222577,17.504976,0.0,29.333187,4.1670012
AL360012.1,855.4106,403.89536,55.716095,52.813454,62.42996,100.47014,15.586844,10.2771015
GMEB1,582.26227,769.43726,131.96002,87.50804,55.75745,172.42189,157.22379,9.792589
YTHDF2,1061.4644,2230.6162,259.41864,191.92436,165.59952,357.81192,363.21793,35.94587
EPB41,2148.831,8297.832,219.75967,386.0647,234.78232,1037.435,917.97626,54.134567
TMEM200B,0.0,87.98259,0.0,0.0,0.0,0.0,7.4898996,0.0
AL357500.1,14.958103,0.0,0.0,8.910455,0.0,0.0,0.0,0.0
SRSF4,2892.8367,3969.4119,475.0032,257.7624,231.64214,660.366,671.8446,38.259834
MECR,233.44995,467.647,33.392014,16.577433,19.59191,92.869125,46.678207,15.094055
MATN1,3.2890525,36.42288,3.2890525,0.0,0.0,0.0,29.25533,0.0
MATN1-AS1,46.46322,261.53696,10.685193,8.749112,0.0,8.500976,27.883652,0.0
LAPTM5,5318.587,6553.615,1100.8931,593.90704,615.9309,1321.3896,1882.8331,99.1825
SDC3,167.85637,0.0,73.62697,9.157653,0.0,0.0,0.0,0.0
PUM1,3714.3179,4828.6206,499.7091,376.54294,305.22903,670.19727,823.52435,91.79429
NKAIN1,23.932539,24.656406,0.0,7.6078115,0.0,8.105915,0.0,0.0
SNRNP40,439.62866,1233.5,133.30667,117.24266,128.01509,252.55022,221.90158,25.459385
ZCCHC17,555.9684,1268.9114,133.78825,182.41232,69.02402,212.20361,187.94464,20.740736
AL451070.1,82.13042,91.10095,18.784851,18.616344,0.0,0.0,17.023645,0.0
FABP3,12.588604,48.46895,0.0,8.606122,0.0,0.0,0.0,0.0
SERINC2,50.94342,0.0,4.358928,0.0,0.0,0.0,2.3910584,2.3910584
LINC01226,19.72108,13.677775,0.0,0.0,0.0,0.0,39.275185,44.76337
HCRTR1,2.394277,5.8551397,4.235006,0.0,2.394277,0.0,0.0,0.0
PEF1,356.141,643.8329,95.60271,37.248,62.45138,155.66608,116.752655,6.2215977
AC114488.3,12.663757,14.719805,0.0,0.0,0.0,0.0,8.118659,0.0
ADGRB2,0.0,12.525211,0.0,10.733092,0.0,0.0,0.0,0.0
SPOCD1,8.613434,33.7386,0.0,0.0,0.0,25.689066,0.0,0.0
AL136115.2,73.14785,45.995575,19.77594,15.895519,0.0,30.976273,0.0,5.4881897
PTP4A2,3165.687,4348.1587,972.27203,551.6001,393.3518,1343.555,523.3336,40.98789
AL136115.1,107.77045,70.60549,4.352981,0.0,0.0,7.9711413,15.473408,0.0
KHDRBS1,2056.0034,4068.0044,484.13773,344.78464,314.59213,773.9695,684.13495,52.98235
AL445248.1,95.75217,276.0598,18.406738,0.0,32.37679,64.65671,28.069878,9.348335
TMEM39B,218.77243,330.93674,45.741707,8.606122,26.541895,39.51388,66.16543,21.176992
KPNA6,1604.4933,2424.9397,231.08684,159.03304,161.58286,425.79358,376.17157,22.767612
TXLNA,391.55603,685.57874,97.085724,78.19703,72.403046,129.15636,130.56438,29.09555
CCDC28B,48.934666,366.8691,12.357071,127.89083,15.367696,96.05982,64.765396,11.295656
IQCC,21.200039,52.65585,0.0,0.0,0.0,22.942799,0.0,0.0
DCDC2B,36.539722,60.559486,0.0,0.0,0.0,6.140851,35.192368,3.5812032
TMEM234,82.78861,147.14107,29.287807,38.811165,3.401009,44.066956,16.789139,0.0
EIF3I,735.23535,1765.9891,140.47498,155.42467,175.58612,278.54218,244.0154,6.225092
LCK,51.652287,6517.8438,9.63456,464.44363,8.148042,1214.7946,42.614388,3.1086278
HDAC1,850.85645,2276.756,195.81932,259.96832,122.64662,440.60318,357.946,27.490894
MARCKSL1,182.8402,730.9633,193.7496,43.309906,17.691833,92.33656,261.56155,15.853274
TSSK3,18.000584,79.00695,14.138402,0.0,0.0,6.9874964,9.205295,0.0
FAM229A,29.009783,119.246185,10.602661,8.176583,2.318332,24.430021,8.478328,0.0
BSDC1,852.42725,1595.5784,156.65367,59.58916,39.92261,257.7079,299.76917,20.076427
ZBTB8B,12.797052,18.63645,0.0,6.896026,6.6562715,8.365785,8.014253,0.0
ZBTB8A,40.719597,37.860428,0.0,19.390837,2.2175314,23.804527,17.839844,2.3910584
ZBTB8OS,825.0049,1476.8748,152.3673,160.64183,31.70606,280.03183,208.3232,12.817596
RBBP4,1127.4305,2313.43,263.7607,218.70045,216.90657,472.39233,429.89902,78.71667
SYNC,187.31607,548.41766,37.57557,21.91024,11.87289,69.71576,108.33742,13.527142
KIAA1522,69.7259,16.465347,10.706184,0.0,2.199674,0.0,2.6093397,2.6093397
YARS,895.7641,1649.7986,98.37533,332.48334,90.38705,452.48825,133.9713,27.020231
S100PBP,594.163,1191.5847,52.568035,199.12138,69.73568,323.5007,214.19426,37.001698
FNDC5,6.973876,0.0,0.0,10.4559765,0.0,7.9650254,0.0,0.0
AL031602.2,246.43666,143.07382,18.556862,27.579237,8.16648,30.860209,23.817667,0.0
RNF19B,876.83887,434.0184,116.20646,61.003212,57.090237,107.53342,67.15406,2.6438892
AL020995.1,181.74944,276.35492,10.135715,23.52041,13.924579,31.311148,46.478367,0.0
AK2,827.83856,1001.7383,144.1626,73.97571,149.39294,106.56393,140.33412,32.954903
AZIN2,4.953908,216.58145,0.0,6.779807,0.0,7.9601407,47.15057,35.777367
TRIM62,291.88837,489.93832,82.74961,0.0,29.909424,68.87821,80.66049,2.7609892
AL662907.3,10.9056,6.6834583,0.0,0.0,0.0,0.0,0.0,0.0
ZNF362,471.58838,540.43463,48.241425,91.08125,23.68129,137.62848,124.18519,18.937265
A3GALT2,19.393856,25.901894,4.519377,0.0,0.0,0.0,0.0,0.0
AL513327.1,206.2848,215.19887,15.92959,8.708337,20.082539,7.9650254,18.479296,2.9070172
PHC2,898.0803,547.9937,129.50682,76.523315,100.81167,97.79686,71.3601,3.171954
AL513327.2,6.77325,13.609521,0.0,0.0,2.2175314,0.0,0.0,0.0
ZSCAN20,18.823097,34.533348,5.199425,0.0,0.0,9.763642,0.0,0.0
CSMD2,19.2057,23.068323,0.0,0.0,2.5346017,0.0,0.0,0.0
SMIM12,409.25455,725.7393,122.98071,150.84831,102.80398,176.60368,95.43749,17.09436
DLGAP3,44.764557,88.09716,5.4928045,0.0,24.949333,0.0,20.058088,6.696534
TMEM35B,191.47064,1572.5571,113.142624,141.85289,65.16768,319.93472,79.42181,13.47868
ZMYM6,1456.9086,1169.3093,270.68677,77.90359,125.54168,220.56079,289.4487,41.54659
ZMYM1,247.47194,479.9367,65.92779,36.79523,44.129803,97.78642,64.85,2.574561
SFPQ,3579.2585,5109.6084,401.58456,298.11047,369.791,823.8293,881.92377,98.449196
ZMYM4,2523.9692,2066.2634,260.09567,103.429276,148.56065,359.97382,409.3053,40.144646
ZMYM4-AS1,151.07446,188.54707,29.045149,6.6327543,2.2175314,30.494278,56.841614,6.9451632
KIAA0319L,2163.0356,2061.2764,175.93512,160.64836,120.19886,253.12895,262.7894,23.927292
NCDN,68.40194,161.62047,22.012321,6.896026,33.971985,59.859505,26.822065,0.0
AC004865.2,51.212578,154.76263,19.915003,87.92014,17.631153,104.09317,22.736921,0.0
TFAP2E,117.1707,144.26854,0.0,7.7243032,24.168747,43.586895,0.0,3.1153314
PSMB2,842.4208,1431.5635,169.95036,254.5747,108.706215,379.03796,285.7395,39.686825
C1orf216,35.144905,45.256863,8.931019,11.606018,8.148042,34.149277,0.0,0.0
CLSPN,44.050888,45.516304,34.416904,39.743526,3.401009,57.250458,2.4508476,2.4508476
AGO4,3334.6877,822.4447,307.20038,140.69685,159.7352,285.71942,112.32266,21.948463
AGO1,681.0666,549.9568,128.35902,31.894804,29.688892,89.74634,82.97362,10.644415
AL139286.3,47.186424,18.561607,5.625968,0.0,0.0,0.0,3.114624,3.114624
AGO3,2756.3638,2861.6711,370.6299,205.85555,200.31015,616.61206,444.8574,39.09094
AL138787.2,196.68747,197.9653,25.169077,15.512787,2.106041,71.27623,29.943405,0.0
ADPRHL2,698.79236,903.4803,136.52545,67.593544,80.77786,152.12892,117.35466,4.010228
COL8A2,81.97986,23.535835,9.1390085,0.0,32.436863,6.512725,10.714364,2.6438892
TRAPPC3,498.69424,869.51324,133.72305,92.202835,163.26834,253.2699,171.80634,9.62669
MAP7D1,1238.7832,1892.3765,263.3662,154.97668,81.064766,309.6282,135.27353,25.811783
THRAP3,2428.7139,4456.7744,454.22235,424.88364,248.68022,824.17505,832.5882,60.06431
SH3D21,7.3892193,0.0,6.1850543,4.287058,9.091268,4.287058,8.693252,11.45424
EVA1B,164.60039,80.02801,23.869947,0.0,18.22147,43.446213,2.6603978,0.8867993
STK40,1680.3073,854.5185,331.0345,103.159615,112.6475,211.68884,246.71536,30.878397
LSM10,342.93005,719.3746,181.02136,141.09892,88.09294,252.92287,239.31705,9.146159
OSCP1,84.6176,22.57264,10.971368,16.075962,0.0,25.196379,0.0,0.0
MRPS15,221.36624,538.80457,54.62688,46.382397,50.162586,104.12946,53.243523,8.696414
CSF3R,6525.1055,304.12497,197.47305,8.738498,259.51755,6.35201,14.69165,0.0
GRIK3,6.189234,8.003117,0.0,0.0,0.0,0.0,28.690441,0.0
LINC01137,70.58664,272.65482,10.282755,43.5804,18.144905,27.655418,7.0564947,5.782361
ZC3H12A,199.13368,184.51447,28.21913,0.0,10.023637,40.49579,86.513985,0.0
MEAF6,373.84045,998.8081,99.46126,65.910934,39.397263,219.57649,195.87897,10.80693
SNIP1,642.4916,774.3489,116.418365,81.169975,8.018944,194.80798,145.93169,15.973765
GNL2,782.5216,696.81134,160.89072,46.413048,75.57165,176.51059,156.261,23.652657
AL513220.1,14.015877,7.9674706,0.0,0.0,0.0,0.0,7.557542,0.0
C1orf109,138.52206,347.6841,16.673079,27.438349,8.5598955,63.92212,59.467133,7.4859767
CDCA8,5.8881025,27.471365,9.652582,0.0,0.0,14.882004,13.582252,0.0
EPHA10,13.466052,7.442411,0.0,0.0,0.0,0.0,0.0,0.0
MANEAL,6.926221,44.240788,0.0,8.891482,0.0,28.856304,15.162861,0.0
YRDC,129.99493,387.3586,57.83989,39.08185,43.633442,75.18441,84.36766,10.35242
C1orf122,217.44957,491.46173,103.65173,83.391846,88.01824,159.26352,101.39666,10.983204
MTF1,1188.6604,655.63556,275.4834,45.857822,73.49881,139.71994,129.86577,10.99144
AL929472.2,5.0268693,15.293882,0.0,0.0,0.0,0.0,10.965855,0.0
INPP5B,645.84216,847.0932,62.395123,87.97103,73.16436,138.62256,244.5977,13.820549
SF3A3,712.33636,1195.834,111.37344,82.175735,111.50597,229.498,181.61302,16.009422
FHL3,361.77628,150.81253,94.67904,129.29988,87.51692,93.468605,28.269093,0.0
UTP11,280.37338,368.25708,67.24076,101.01099,80.8853,81.78985,68.64681,2.9716554
POU3F1,0.0,9.295355,0.0,0.0,0.0,0.0,5.726578,0.0
LINC01685,0.0,0.0,0.0,0.0,0.0,0.0,46.206623,0.0
RRAGC,548.0037,550.50574,130.22252,42.742714,115.45081,113.28936,128.53348,27.140947
AL139260.1,281.71878,142.12868,38.548645,8.708337,22.44561,20.548084,51.73348,12.977165
MYCBP,323.05704,584.69135,89.457634,38.101437,88.14098,130.24098,85.29984,19.67991
GJA9,5.569705,23.001385,4.8493886,0.0,5.569705,13.810466,0.0,0.0
RHBDL2,42.352627,52.41957,0.0,0.0,0.0,0.0,18.480047,4.8607345
AKIRIN1,789.62177,1421.644,129.15611,87.797295,126.88877,181.13777,207.60802,29.10816
NDUFS5,1051.214,3293.65,295.2133,138.27487,256.77484,440.69043,324.97507,32.13872
MACF1,3433.9033,6474.4595,691.80066,816.45935,288.80066,1709.6382,987.9156,46.564995
AL442071.2,22.170809,34.261356,11.00413,17.134874,3.98007,26.457302,10.649265,0.0
AL442071.1,10.789597,53.236473,7.829945,16.312954,0.0,7.3341928,12.341797,0.0
BMP8A,13.808924,39.470264,4.400022,8.670976,0.0,0.0,8.434843,0.0
PABPC4,1358.1934,2327.7695,358.8101,118.3108,301.95157,226.25847,257.70358,24.720392
PABPC4-AS1,85.60514,25.399462,22.06412,0.0,0.0,9.61271,2.291185,2.291185
HPCAL4,0.0,59.323017,0.0,0.0,0.0,5.2385116,0.0,0.0
PPIE,575.6633,1586.0565,120.60027,103.03192,112.89896,246.32817,226.15408,24.674568
BMP8B,17.603624,21.451641,5.5559974,0.0,0.0,0.0,0.0,0.0
OXCT2,9.733194,0.0,0.0,0.0,0.0,0.0,8.118659,0.0
AL033527.3,14.15679,0.0,11.707082,18.759293,8.178627,10.161049,0.0,0.0
AL033527.4,130.8633,136.61206,36.610355,9.188211,11.991648,0.0,21.034878,21.726517
LINC02811,57.709045,21.914328,5.1072154,8.230193,9.345994,0.0,0.0,3.1153314
TRIT1,433.3952,392.10095,50.07088,25.105156,119.20801,60.833313,113.12627,34.24708
MYCL,210.18474,0.0,42.963154,0.0,67.219154,0.0,19.569763,19.569763
MFSD2A,206.80585,23.836105,19.616795,0.0,46.939922,0.0,14.696104,8.281461
CAP1,3470.9246,5327.963,1116.9662,660.1314,534.85315,1371.8632,855.4672,74.05029
PPT1,1701.444,1189.5111,491.5112,53.311344,229.48262,134.02457,106.05666,8.569537
RLF,2786.8633,2398.818,271.29404,159.88246,155.15836,312.0305,505.60626,35.28713
AL050341.2,9.532717,220.63919,9.585394,6.7063637,0.0,36.516975,27.340485,0.0
ZMPSTE24,373.5936,569.525,170.84874,91.55115,43.612007,137.59392,115.559425,17.130945
COL9A2,91.47686,27.162086,6.6425004,0.0,89.83117,0.0,8.142283,0.0
SMAP2,5837.693,5962.3477,1134.3062,192.93242,298.6193,596.709,1299.7416,43.877426
AL031985.4,49.575417,42.593193,8.360316,0.0,3.7086802,15.481063,0.0,0.0
ZFP69B,2.673306,109.80892,0.0,0.0,2.673306,0.0,14.530476,0.0
AL031985.3,6.0926085,25.098024,0.0,0.0,0.0,0.0,6.430512,0.0
ZFP69,50.32264,181.82535,8.439918,18.454435,6.6562715,24.519882,28.851355,0.0
AL603839.3,83.53253,194.41838,13.531221,15.99023,5.3173213,40.500885,37.725693,7.03846
EXO5,73.867714,96.39504,28.058752,13.510321,0.0,31.420883,21.836645,5.64937
ZNF684,217.62791,199.76396,29.602365,11.115568,0.0,45.81409,37.906723,3.3030543
RIMS3,0.0,47.277397,0.0,0.0,0.0,7.800356,25.495625,8.116907
AL031289.1,12.962377,18.268621,10.627204,0.0,7.9175963,0.0,0.0,0.0
NFYC-AS1,93.38275,65.60851,8.698287,0.0,0.0,8.15717,13.064335,0.0
NFYC,1537.2031,1425.7738,208.66478,136.94582,157.42882,289.1706,348.9286,22.803127
KCNQ4,31.459303,20.728516,0.0,15.971689,0.0,8.951894,0.0,0.0
CITED4,332.29166,888.9394,29.43963,8.176583,55.60427,23.881134,15.352642,0.0
CTPS1,197.00497,443.20847,43.323143,50.76019,108.749794,105.95726,80.23208,26.67568
SLFNL1-AS1,52.443092,310.42975,17.126806,8.483976,8.989794,31.314007,84.731865,9.327718
SLFNL1,11.502223,159.80092,0.0,17.787502,19.143402,31.003119,17.868748,3.320437
SCMH1,550.0196,1742.382,71.98373,83.19733,93.086205,316.1857,483.8952,46.49981
FOXO6,45.677696,17.008163,1.8139868,0.0,2.602593,0.0,0.0,0.0
HIVEP3,1160.03,1622.3408,233.65321,483.0761,129.32198,715.8139,143.15036,55.936306
FOXJ3,2232.642,4630.9893,382.65912,260.57712,180.91025,670.7727,549.88055,53.62355
RIMKLA,4.1849456,15.195707,0.0,14.412201,9.271069,0.0,0.0,0.0
ZMYND12,12.994516,45.4305,0.0,0.0,0.0,0.0,8.682891,0.0
PPCS,528.86066,1154.1426,153.54659,110.49984,92.51014,233.43582,302.0243,25.827383
CCDC30,421.2646,355.33136,49.999695,7.798026,4.4773207,78.20861,92.74632,4.8503113
PPIH,309.90826,1004.69604,65.43907,103.49054,44.239655,201.18472,140.45978,20.765255
AC098484.4,128.08638,198.43652,4.3936343,11.972451,19.666836,42.011475,103.49476,5.75922
YBX1,2013.0848,4072.5532,724.4353,306.42984,429.29733,921.9407,537.28925,43.675346
P3H1,248.83961,319.81927,34.21422,16.249079,44.185337,38.600758,40.295017,3.2583117
C1orf50,240.04254,521.8635,52.066975,31.636375,4.847879,88.016884,48.408714,3.2408617
TMEM269,61.58489,83.93343,7.0828543,0.0,0.0,7.847283,19.999205,3.5065398
SVBP,197.45251,619.9939,78.71744,31.523403,60.750748,137.09673,74.61847,9.73274
ERMAP,488.62106,147.68454,79.186104,8.628103,41.689873,45.727203,24.586617,3.171954
AL512353.1,18.791359,40.69454,0.0,0.0,0.0,3.9929314,0.0,0.0
ZNF691,29.817678,164.07701,20.774963,0.0,0.0,37.12642,57.427708,0.0
SLC2A1,36.29465,397.33636,0.0,103.58415,21.709724,148.36005,216.94595,45.82598
SLC2A1-AS1,16.900349,98.21488,5.083329,4.9912043,0.0,54.400627,27.37446,0.0
EBNA1BP2,181.01051,625.9123,70.08635,56.15297,67.06792,131.63838,79.44474,7.1881285
CFAP57,0.0,15.746245,15.798129,10.733092,8.16648,0.0,0.0,0.0
TIE1,2.4096906,25.54255,0.0,0.0,0.0,8.6769285,0.0,0.0
MPL,10.839046,8.034141,0.0,0.0,0.0,0.0,0.0,0.0
AL139289.2,29.43697,48.578533,6.039048,8.910455,2.602593,11.221557,8.718865,0.0
CDC20,0.0,0.0,0.0,0.0,0.0,6.7674913,7.388372,0.0
ELOVL1,334.57242,578.6969,209.22153,99.34612,71.76819,230.7532,83.56328,11.923841
MED8,262.6754,350.51248,55.171673,4.6345806,70.073906,110.72634,75.10793,3.5065398
SZT2,594.8654,835.41156,53.180286,73.3753,34.656513,94.6487,144.67375,21.305109
HYI,31.82282,220.7799,26.700083,14.97563,12.590854,11.810013,50.39972,15.230235
HYI-AS1,10.016136,15.558708,0.0,0.0,0.0,0.0,0.0,0.0
PTPRF,19.427816,76.12227,0.0,7.8307858,0.0,0.0,3.185998,3.185998
KDM4A,555.35736,514.635,87.65412,47.804237,65.57142,123.281204,133.8754,17.731941
KDM4A-AS1,259.197,430.819,38.767986,15.5069275,0.0,69.05443,89.99771,11.202101
ST3GAL3,711.1969,1690.6631,80.95262,71.04873,78.648796,220.61661,201.62953,15.846094
